year,county,state,total_pop,vet_pop,vet_percentage,vet_percentage_delta_2019_2021
2017,Adams County,Pennsylvania,81797,8258,10.1,
2017,Adams County,Wisconsin,17002,1847,10.86,
2017,Addison County,Vermont,30343,2057,6.78,
2017,Aguada Municipio,Puerto Rico,31059,783,2.52,
2017,Aguadilla Municipio,Puerto Rico,42684,1763,4.13,
2017,Aguas Buenas Municipio,Puerto Rico,null,null,NaN,
2017,Aibonito Municipio,Puerto Rico,null,null,NaN,
2017,Aiken County,South Carolina,131447,12480,9.49,
2017,Alachua County,Florida,218677,16543,7.57,
2017,Alamance County,North Carolina,125533,8600,6.85,
2017,Alameda County,California,1317468,49534,3.76,
2017,Albany County,New York,252109,14217,5.64,
2017,Albany County,Wyoming,32020,2378,7.43,
2017,Albemarle County,Virginia,85642,6691,7.81,
2017,Alcorn County,Mississippi,28526,1535,5.38,
2017,Alexander County,North Carolina,29644,1954,6.59,
2017,Alexandria city,Virginia,129129,11921,9.23,
2017,Allegan County,Michigan,88045,4733,5.38,
2017,Allegany County,Maryland,58902,5292,8.98,
2017,Allegany County,New York,37348,3722,9.97,
2017,Allegheny County,Pennsylvania,992087,73064,7.36,
2017,Allen County,Indiana,276259,19320,6.99,
2017,Allen County,Kentucky,14967,767,5.12,
2017,Allen County,Ohio,79321,6427,8.1,
2017,Allen Parish,Louisiana,19942,687,3.44,
2017,Alpena County,Michigan,23091,2929,12.68,
2017,Amador County,California,33048,3236,9.79,
2017,Amherst County,Virginia,25601,2021,7.89,
2017,Añasco Municipio,Puerto Rico,null,null,NaN,
2017,Anchorage Municipality,Alaska,214716,26483,12.33,
2017,Anderson County,Kentucky,17782,664,3.73,
2017,Anderson County,South Carolina,152998,13979,9.14,
2017,Anderson County,Tennessee,59928,5865,9.79,
2017,Anderson County,Texas,47585,3314,6.96,
2017,Androscoggin County,Maine,84234,9236,10.96,
2017,Angelina County,Texas,65368,5904,9.03,
2017,Anne Arundel County,Maryland,437149,51852,11.86,
2017,Anoka County,Minnesota,266823,19523,7.32,
2017,Anson County,North Carolina,20299,1217,6.0,
2017,Antrim County,Michigan,18951,1952,10.3,
2017,Apache County,Arizona,51822,3321,6.41,
2017,Aransas County,Texas,19071,2897,15.19,
2017,Arapahoe County,Colorado,488292,37235,7.63,
2017,Arecibo Municipio,Puerto Rico,69524,1713,2.46,
2017,Arlington County,Virginia,189660,13520,7.13,
2017,Armstrong County,Pennsylvania,53043,5484,10.34,
2017,Aroostook County,Maine,54876,6351,11.57,
2017,Ascension Parish,Louisiana,89869,5514,6.14,
2017,Ashe County,North Carolina,22494,1786,7.94,
2017,Ashland County,Ohio,41190,4174,10.13,
2017,Ashley County,Arkansas,15159,690,4.55,
2017,Ashtabula County,Ohio,76105,7483,9.83,
2017,Asotin County,Washington,18353,2006,10.93,
2017,Assumption Parish,Louisiana,17886,1136,6.35,
2017,Atascosa County,Texas,35590,2902,8.15,
2017,Athens County,Ohio,56855,3859,6.79,
2017,Atlantic County,New Jersey,211671,10962,5.18,
2017,Audrain County,Missouri,19758,2224,11.26,
2017,Auglaize County,Ohio,34649,2627,7.58,
2017,Augusta County,Virginia,60668,5170,8.52,
2017,Austin County,Texas,22700,1516,6.68,
2017,Autauga County,Alabama,41390,5526,13.35,
2017,Avoyelles Parish,Louisiana,31193,2678,8.59,
2017,Baker County,Florida,20676,1666,8.06,
2017,Baldwin County,Alabama,166387,17090,10.27,
2017,Baldwin County,Georgia,36304,2779,7.65,
2017,Baltimore County,Maryland,651956,42819,6.57,
2017,Baltimore city,Maryland,485335,27701,5.71,
2017,Bandera County,Texas,19733,2645,13.4,
2017,Bannock County,Idaho,63151,4820,7.63,
2017,Barbour County,Alabama,20220,1432,7.08,
2017,Barceloneta Municipio,Puerto Rico,null,null,NaN,
2017,Barnstable County,Massachusetts,179538,15143,8.43,
2017,Barnwell County,South Carolina,16628,1716,10.32,
2017,Barranquitas Municipio,Puerto Rico,null,null,NaN,
2017,Barren County,Kentucky,33197,1815,5.47,
2017,Barron County,Wisconsin,35436,3392,9.57,
2017,Barrow County,Georgia,58154,3670,6.31,
2017,Barry County,Michigan,46763,3838,8.21,
2017,Barry County,Missouri,26892,2137,7.95,
2017,Bartholomew County,Indiana,62535,3765,6.02,
2017,Barton County,Kansas,19783,1475,7.46,
2017,Bartow County,Georgia,79498,6398,8.05,
2017,Bastrop County,Texas,62627,7722,12.33,
2017,Baxter County,Arkansas,34125,4487,13.15,
2017,Bay County,Florida,140305,23189,16.53,
2017,Bay County,Michigan,82934,8285,9.99,
2017,Bayamón Municipio,Puerto Rico,146552,5474,3.74,
2017,Beadle County,South Dakota,14385,900,6.26,
2017,Beaufort County,North Carolina,37469,2520,6.73,
2017,Beaufort County,South Carolina,145203,17080,11.76,
2017,Beauregard Parish,Louisiana,27609,3281,11.88,
2017,Beaver County,Pennsylvania,133580,12711,9.52,
2017,Becker County,Minnesota,25516,2317,9.08,
2017,Beckham County,Oklahoma,16779,853,5.08,
2017,Bedford County,Pennsylvania,38716,3779,9.76,
2017,Bedford County,Tennessee,36407,2613,7.18,
2017,Bedford County,Virginia,62959,7150,11.36,
2017,Bee County,Texas,23098,2097,9.08,
2017,Belknap County,New Hampshire,49490,5545,11.2,
2017,Bell County,Kentucky,22495,1569,6.97,
2017,Bell County,Texas,235788,52192,22.14,
2017,Belmont County,Ohio,55014,5738,10.43,
2017,Beltrami County,Minnesota,34622,2431,7.02,
2017,Bennington County,Vermont,28846,2447,8.48,
2017,Benton County,Arkansas,195509,15147,7.75,
2017,Benton County,Iowa,19640,2295,11.69,
2017,Benton County,Minnesota,30006,2144,7.15,
2017,Benton County,Oregon,75720,4893,6.46,
2017,Benton County,Washington,144840,13324,9.2,
2017,Bergen County,New Jersey,746797,27550,3.69,
2017,Berkeley County,South Carolina,160359,22288,13.9,
2017,Berkeley County,West Virginia,87322,7924,9.07,
2017,Berks County,Pennsylvania,323644,22194,6.86,
2017,Berkshire County,Massachusetts,104802,9101,8.68,
2017,Bernalillo County,New Mexico,524694,47870,9.12,
2017,Berrien County,Michigan,120318,10246,8.52,
2017,Bertie County,North Carolina,15839,1123,7.09,
2017,Bexar County,Texas,1437359,144839,10.08,
2017,Bibb County,Alabama,null,null,NaN,
2017,Bibb County,Georgia,114931,9384,8.16,
2017,Bingham County,Idaho,31591,1951,6.18,
2017,Black Hawk County,Iowa,103795,6210,5.98,
2017,Bladen County,North Carolina,26599,2336,8.78,
2017,Blaine County,Idaho,17526,1573,8.98,
2017,Blair County,Pennsylvania,98095,9952,10.15,
2017,Blount County,Alabama,44499,4358,9.79,
2017,Blount County,Tennessee,103271,11881,11.5,
2017,Blue Earth County,Minnesota,54099,3725,6.89,
2017,Bolivar County,Mississippi,24017,1501,6.25,
2017,Bonner County,Idaho,35000,4837,13.82,
2017,Bonneville County,Idaho,79230,6635,8.37,
2017,Boone County,Arkansas,28257,3529,12.49,
2017,Boone County,Illinois,39650,3537,8.92,
2017,Boone County,Indiana,48572,3815,7.85,
2017,Boone County,Iowa,20552,1684,8.19,
2017,Boone County,Kentucky,96716,8882,9.18,
2017,Boone County,Missouri,141986,10360,7.3,
2017,Boone County,West Virginia,16463,1346,8.18,
2017,Bossier Parish,Louisiana,90153,10640,11.8,
2017,Botetourt County,Virginia,26643,3611,13.55,
2017,Boulder County,Colorado,259578,13554,5.22,
2017,Bourbon County,Kentucky,15097,1494,9.9,
2017,Bowie County,Texas,71700,7406,10.33,
2017,Box Elder County,Utah,36767,3029,8.24,
2017,Boyd County,Kentucky,37659,3278,8.7,
2017,Boyle County,Kentucky,23718,1801,7.59,
2017,Bradford County,Florida,21739,2861,13.16,
2017,Bradford County,Pennsylvania,47366,4988,10.53,
2017,Bradley County,Tennessee,82200,5721,6.96,
2017,Branch County,Michigan,33565,2560,7.63,
2017,Brazoria County,Texas,266069,21516,8.09,
2017,Brazos County,Texas,176162,7163,4.07,
2017,Bremer County,Iowa,19487,1799,9.23,
2017,Brevard County,Florida,479140,64146,13.39,
2017,Bristol County,Massachusetts,444983,30442,6.84,
2017,Bristol County,Rhode Island,39600,2721,6.87,
2017,Bronx County,New York,1105198,23622,2.14,
2017,Brooke County,West Virginia,18897,1608,8.51,
2017,Brookings County,South Dakota,27352,1324,4.84,
2017,Broome County,New York,155972,11480,7.36,
2017,Broomfield County,Colorado,52233,4671,8.94,
2017,Broward County,Florida,1522667,74196,4.87,
2017,Brown County,Minnesota,19828,1765,8.9,
2017,Brown County,Ohio,33655,2695,8.01,
2017,Brown County,South Dakota,29883,2535,8.48,
2017,Brown County,Texas,29613,3383,11.42,
2017,Brown County,Wisconsin,199066,13263,6.66,
2017,Brunswick County,North Carolina,109791,12778,11.64,
2017,Bryan County,Georgia,24810,3292,13.27,
2017,Bryan County,Oklahoma,35432,3403,9.6,
2017,Buchanan County,Iowa,15460,1572,10.17,
2017,Buchanan County,Missouri,68567,4964,7.24,
2017,Buchanan County,Virginia,16778,615,3.67,
2017,Bucks County,Pennsylvania,498259,32203,6.46,
2017,Buena Vista County,Iowa,14977,833,5.56,
2017,Buffalo County,Nebraska,38139,2582,6.77,
2017,Bullitt County,Kentucky,62398,3829,6.14,
2017,Bulloch County,Georgia,60714,3657,6.02,
2017,Buncombe County,North Carolina,209117,17321,8.28,
2017,Bureau County,Illinois,26054,2351,9.02,
2017,Burke County,Georgia,17409,1309,7.52,
2017,Burke County,North Carolina,72091,5387,7.47,
2017,Burleigh County,North Dakota,72006,4922,6.84,
2017,Burlington County,New Jersey,350145,27964,7.99,
2017,Burnet County,Texas,36355,4342,11.94,
2017,Butler County,Kansas,49539,4662,9.41,
2017,Butler County,Missouri,31860,3006,9.44,
2017,Butler County,Ohio,290417,23871,8.22,
2017,Butler County,Pennsylvania,149259,12962,8.68,
2017,Butte County,California,183320,17259,9.41,
2017,Butts County,Georgia,17859,1120,6.27,
2017,Cabarrus County,North Carolina,152816,11407,7.46,
2017,Cabell County,West Virginia,76056,6165,8.11,
2017,Cabo Rojo Municipio,Puerto Rico,null,null,NaN,
2017,Cache County,Utah,86663,3243,3.74,
2017,Caddo County,Oklahoma,21842,1707,7.82,
2017,Caddo Parish,Louisiana,187048,15449,8.26,
2017,Caguas Municipio,Puerto Rico,104075,3473,3.34,
2017,Calaveras County,California,38281,4269,11.15,
2017,Calcasieu Parish,Louisiana,152042,11974,7.88,
2017,Caldwell County,North Carolina,65344,4476,6.85,
2017,Caldwell County,Texas,32328,2131,6.59,
2017,Caledonia County,Vermont,24079,1922,7.98,
2017,Calhoun County,Alabama,89452,9903,11.07,
2017,Calhoun County,Michigan,103356,10299,9.96,
2017,Calhoun County,Texas,16343,954,5.84,
2017,Callaway County,Missouri,35576,3057,8.59,
2017,Calloway County,Kentucky,31598,1672,5.29,
2017,Calumet County,Wisconsin,38003,2367,6.23,
2017,Calvert County,Maryland,69563,8289,11.92,
2017,Cambria County,Pennsylvania,107611,10517,9.77,
2017,Camden County,Georgia,36561,5759,15.75,
2017,Camden County,Missouri,36891,6217,16.85,
2017,Camden County,New Jersey,394034,22590,5.73,
2017,Cameron County,Texas,293533,13031,4.44,
2017,Campbell County,Kentucky,73231,4977,6.8,
2017,Campbell County,Tennessee,31506,2366,7.51,
2017,Campbell County,Virginia,44113,3418,7.75,
2017,Campbell County,Wyoming,32720,3615,11.05,
2017,Camuy Municipio,Puerto Rico,null,null,NaN,
2017,Canadian County,Oklahoma,103303,9539,9.23,
2017,Canóvanas Municipio,Puerto Rico,36001,731,2.03,
2017,Canyon County,Idaho,154613,14564,9.42,
2017,Cape Girardeau County,Missouri,61618,4526,7.35,
2017,Cape May County,New Jersey,76291,6773,8.88,
2017,Carbon County,Pennsylvania,51395,4943,9.62,
2017,Carbon County,Utah,15005,1232,8.21,
2017,Carlton County,Minnesota,27236,2398,8.8,
2017,Carolina Municipio,Puerto Rico,125207,4732,3.78,
2017,Caroline County,Maryland,25287,2263,8.95,
2017,Caroline County,Virginia,22306,2682,12.02,
2017,Carroll County,Arkansas,21420,2125,9.92,
2017,Carroll County,Georgia,89427,6510,7.28,
2017,Carroll County,Indiana,15559,1332,8.56,
2017,Carroll County,Iowa,15363,946,6.16,
2017,Carroll County,Maryland,130894,10355,7.91,
2017,Carroll County,New Hampshire,40221,3975,9.88,
2017,Carroll County,Ohio,21625,1879,8.69,
2017,Carroll County,Tennessee,21919,1776,8.1,
2017,Carroll County,Virginia,24106,2010,8.34,
2017,Carson City,Nevada,43785,3330,7.61,
2017,Carter County,Kentucky,21299,840,3.94,
2017,Carter County,Oklahoma,35901,3077,8.57,
2017,Carter County,Tennessee,45139,5162,11.44,
2017,Carteret County,North Carolina,55449,8294,14.96,
2017,Carver County,Minnesota,74476,4237,5.69,
2017,Cascade County,Montana,61600,9725,15.79,
2017,Cass County,Indiana,29211,2360,8.08,
2017,Cass County,Michigan,40435,2525,6.24,
2017,Cass County,Minnesota,23125,2816,12.18,
2017,Cass County,Missouri,78543,8889,11.32,
2017,Cass County,Nebraska,19619,2529,12.89,
2017,Cass County,North Dakota,138028,9473,6.86,
2017,Cass County,Texas,23321,2835,12.16,
2017,Cassia County,Idaho,16496,851,5.16,
2017,Caswell County,North Carolina,19517,1496,7.67,
2017,Cataño Municipio,Puerto Rico,null,null,NaN,
2017,Catawba County,North Carolina,122327,10429,8.53,
2017,Catoosa County,Georgia,51272,3903,7.61,
2017,Cattaraugus County,New York,59956,6044,10.08,
2017,Cayey Municipio,Puerto Rico,35622,1459,4.1,
2017,Cayuga County,New York,62201,5013,8.06,
2017,Cecil County,Maryland,79256,7122,8.99,
2017,Centre County,Pennsylvania,138158,7352,5.32,
2017,Cerro Gordo County,Iowa,34304,2940,8.57,
2017,Chambers County,Alabama,26600,2490,9.36,
2017,Chambers County,Texas,29854,2792,9.35,
2017,Champaign County,Illinois,169503,7167,4.23,
2017,Champaign County,Ohio,30103,2108,7.0,
2017,Charles County,Maryland,118938,16644,13.99,
2017,Charleston County,South Carolina,319686,25183,7.88,
2017,Charlevoix County,Michigan,20948,2158,10.3,
2017,Charlotte County,Florida,159385,23447,14.71,
2017,Charlottesville city,Virginia,40393,967,2.39,
2017,Chatham County,Georgia,225506,21122,9.37,
2017,Chatham County,North Carolina,56684,4146,7.31,
2017,Chattooga County,Georgia,18749,931,4.97,
2017,Chautauqua County,New York,102637,8773,8.55,
2017,Chaves County,New Mexico,47247,3579,7.58,
2017,Cheatham County,Tennessee,31419,2455,7.81,
2017,Cheboygan County,Michigan,21116,2563,12.14,
2017,Chelan County,Washington,58052,4014,6.91,
2017,Chemung County,New York,67288,5537,8.23,
2017,Chenango County,New York,37948,3417,9.0,
2017,Cherokee County,Alabama,20783,2508,12.07,
2017,Cherokee County,Georgia,185862,13185,7.09,
2017,Cherokee County,Kansas,14930,801,5.37,
2017,Cherokee County,North Carolina,22996,3086,13.42,
2017,Cherokee County,Oklahoma,36661,3041,8.29,
2017,Cherokee County,South Carolina,43544,2245,5.16,
2017,Cherokee County,Texas,38832,2092,5.39,
2017,Chesapeake city,Virginia,173799,26655,15.34,
2017,Cheshire County,New Hampshire,62475,5189,8.31,
2017,Chester County,Pennsylvania,400333,25203,6.3,
2017,Chester County,South Carolina,24990,1786,7.15,
2017,Chesterfield County,South Carolina,35490,2293,6.46,
2017,Chesterfield County,Virginia,260666,25383,9.74,
2017,Chilton County,Alabama,33547,2534,7.55,
2017,Chippewa County,Michigan,30628,3000,9.79,
2017,Chippewa County,Wisconsin,49475,4216,8.52,
2017,Chisago County,Minnesota,42437,4420,10.42,
2017,Chittenden County,Vermont,133013,7972,5.99,
2017,Christian County,Illinois,26514,2345,8.84,
2017,Christian County,Kentucky,43209,5021,11.62,
2017,Christian County,Missouri,63745,7332,11.5,
2017,Churchill County,Nevada,19022,3136,16.49,
2017,Cibola County,New Mexico,22193,730,3.29,
2017,Cidra Municipio,Puerto Rico,null,null,NaN,
2017,Citrus County,Florida,124405,18346,14.75,
2017,Clackamas County,Oregon,323220,28254,8.74,
2017,Claiborne County,Tennessee,25550,2215,8.67,
2017,Clallam County,Washington,62509,8872,14.19,
2017,Clare County,Michigan,24333,2325,9.55,
2017,Clarendon County,South Carolina,27617,2156,7.81,
2017,Clarion County,Pennsylvania,31195,2908,9.32,
2017,Clark County,Arkansas,17389,969,5.57,
2017,Clark County,Indiana,90395,7392,8.18,
2017,Clark County,Kentucky,27827,2584,9.29,
2017,Clark County,Nevada,1683306,139335,8.28,
2017,Clark County,Ohio,104331,10793,10.34,
2017,Clark County,Washington,359096,34562,9.62,
2017,Clark County,Wisconsin,24513,1863,7.6,
2017,Clarke County,Alabama,19442,1295,6.66,
2017,Clarke County,Georgia,104970,3899,3.71,
2017,Clatsop County,Oregon,31023,3392,10.93,
2017,Clay County,Florida,160710,29617,18.43,
2017,Clay County,Indiana,20388,1800,8.83,
2017,Clay County,Kentucky,15345,808,5.27,
2017,Clay County,Minnesota,48178,3257,6.76,
2017,Clay County,Missouri,183802,17338,9.43,
2017,Clayton County,Georgia,205198,15607,7.61,
2017,Clearfield County,Pennsylvania,65089,6170,9.48,
2017,Cleburne County,Arkansas,20144,2163,10.74,
2017,Clermont County,Ohio,157059,11747,7.48,
2017,Cleveland County,North Carolina,75642,5584,7.38,
2017,Cleveland County,Oklahoma,217176,19928,9.18,
2017,Clinton County,Illinois,30007,2911,9.7,
2017,Clinton County,Indiana,23799,1547,6.5,
2017,Clinton County,Iowa,36291,3204,8.83,
2017,Clinton County,Michigan,61012,4345,7.12,
2017,Clinton County,Missouri,15653,1964,12.55,
2017,Clinton County,New York,66316,5532,8.34,
2017,Clinton County,Ohio,31686,2843,8.97,
2017,Clinton County,Pennsylvania,30913,2383,7.71,
2017,Coahoma County,Mississippi,16859,773,4.59,
2017,Coamo Municipio,Puerto Rico,31104,1597,5.13,
2017,Cobb County,Georgia,573361,38777,6.76,
2017,Cochise County,Arizona,95338,18605,19.51,
2017,Cocke County,Tennessee,28577,3731,13.06,
2017,Coconino County,Arizona,111114,7300,6.57,
2017,Codington County,South Dakota,21818,2122,9.73,
2017,Coffee County,Alabama,38355,6293,16.41,
2017,Coffee County,Georgia,33061,2298,6.95,
2017,Coffee County,Tennessee,42484,4629,10.9,
2017,Colbert County,Alabama,43025,3503,8.14,
2017,Cole County,Missouri,59950,4077,6.8,
2017,Coles County,Illinois,41965,3174,7.56,
2017,Colleton County,South Carolina,29166,2817,9.66,
2017,Collier County,Florida,307931,28432,9.23,
2017,Collin County,Texas,714291,41873,5.86,
2017,Colorado County,Texas,null,null,NaN,
2017,Colquitt County,Georgia,33691,2544,7.55,
2017,Columbia County,Arkansas,18741,915,4.88,
2017,Columbia County,Florida,54394,6910,12.7,
2017,Columbia County,Georgia,108080,19054,17.63,
2017,Columbia County,New York,49915,3471,6.95,
2017,Columbia County,Oregon,40589,4219,10.39,
2017,Columbia County,Pennsylvania,53931,4458,8.27,
2017,Columbia County,Wisconsin,44992,3894,8.65,
2017,Columbiana County,Ohio,81907,7667,9.36,
2017,Columbus County,North Carolina,44002,4363,9.92,
2017,Colusa County,California,14488,654,4.51,
2017,Comal County,Texas,107962,11709,10.85,
2017,Comanche County,Oklahoma,84881,16727,19.71,
2017,Comerío Municipio,Puerto Rico,null,null,NaN,
2017,Concordia Parish,Louisiana,16309,945,5.79,
2017,Contra Costa County,California,884077,45983,5.2,
2017,Conway County,Arkansas,15895,1942,12.22,
2017,Cook County,Illinois,4062432,156622,3.86,
2017,Cooke County,Texas,30371,2309,7.6,
2017,Coos County,New Hampshire,26404,2883,10.92,
2017,Coos County,Oregon,51932,6767,13.03,
2017,Copiah County,Mississippi,21084,1166,5.53,
2017,Corozal Municipio,Puerto Rico,null,null,NaN,
2017,Cortland County,New York,38543,2590,6.72,
2017,Coryell County,Texas,51164,11756,22.98,
2017,Coshocton County,Ohio,28153,2506,8.9,
2017,Covington County,Alabama,28993,3677,12.68,
2017,Coweta County,Georgia,107631,9219,8.57,
2017,Cowley County,Kansas,27157,1780,6.55,
2017,Cowlitz County,Washington,82320,9759,11.85,
2017,Craighead County,Arkansas,80732,5450,6.75,
2017,Craven County,North Carolina,72832,11727,16.1,
2017,Crawford County,Arkansas,47124,4230,8.98,
2017,Crawford County,Illinois,16940,1769,10.44,
2017,Crawford County,Kansas,30159,1854,6.15,
2017,Crawford County,Missouri,18489,2788,15.08,
2017,Crawford County,Ohio,32646,3094,9.48,
2017,Crawford County,Pennsylvania,68412,5533,8.09,
2017,Creek County,Oklahoma,54331,4283,7.88,
2017,Crisp County,Georgia,15809,904,5.72,
2017,Crittenden County,Arkansas,35326,2341,6.63,
2017,Crook County,Oregon,19286,3210,16.64,
2017,Crow Wing County,Minnesota,49879,5205,10.44,
2017,Cullman County,Alabama,64663,4122,6.37,
2017,Culpeper County,Virginia,38420,2819,7.34,
